N,P,Q,Res P,Res Q
9234800,87811,9146989,1,19
9234800,87931,9146869,1,19
9234800,88093,9146707,13,7
9234800,88129,9146671,19,1
9234800,88237,9146563,7,13
9234800,88261,9146539,1,19
9234800,88339,9146461,19,1
9234800,88813,9145987,13,7
9234800,88843,9145957,13,7
9234800,88969,9145831,19,1
9234800,89101,9145699,1,19
9234800,89107,9145693,7,13
9234800,89137,9145663,7,13
9234800,89203,9145597,13,7
9234800,89449,9145351,19,1
9234800,89767,9145033,7,13
9234800,89899,9144901,19,1
9234800,90001,9144799,1,19
9234800,90019,9144781,19,1
9234800,90031,9144769,1,19
9234800,90073,9144727,13,7
9234800,90121,9144679,1,19
9234800,90289,9144511,19,1
9234800,90373,9144427,13,7
9234800,90397,9144403,7,13
9234800,90403,9144397,13,7
9234800,90523,9144277,13,7
9234800,90547,9144253,7,13
9234800,90631,9144169,1,19
9234800,90793,9144007,13,7
9234800,91033,9143767,13,7
9234800,91291,9143509,1,19
9234800,91423,9143377,13,7
9234800,91453,9143347,13,7
9234800,91459,9143341,19,1
9234800,91621,9143179,1,19
9234800,91807,9142993,7,13
9234800,91837,9142963,7,13
9234800,91873,9142927,13,7
9234800,91951,9142849,1,19
9234800,91957,9142843,7,13
9234800,91969,9142831,19,1
9234800,92077,9142723,7,13
9234800,92377,9142423,7,13
9234800,92431,9142369,1,19
9234800,92467,9142333,7,13
9234800,92479,9142321,19,1
9234800,92503,9142297,13,7
9234800,92593,9142207,13,7
9234800,92707,9142093,7,13
9234800,92767,9142033,7,13
9234800,92857,9141943,7,13
9234800,92899,9141901,19,1
9234800,93103,9141697,13,7
9234800,93133,9141667,13,7
9234800,93139,9141661,19,1
9234800,93319,9141481,19,1
9234800,93529,9141271,19,1
9234800,93553,9141247,13,7
9234800,93601,9141199,1,19
9234800,93607,9141193,7,13
9234800,93637,9141163,7,13
9234800,93901,9140899,1,19
9234800,93937,9140863,7,13
9234800,93949,9140851,19,1
9234800,94309,9140491,19,1
9234800,94321,9140479,1,19
9234800,94327,9140473,7,13
9234800,94351,9140449,1,19
9234800,94399,9140401,19,1
9234800,94441,9140359,1,19
9234800,94447,9140353,7,13
9234800,94561,9140239,1,19
9234800,94573,9140227,13,7
9234800,94651,9140149,1,19
9234800,94771,9140029,1,19
9234800,94789,9140011,19,1
9234800,94819,9139981,19,1
9234800,94873,9139927,13,7
9234800,94993,9139807,13,7
9234800,95191,9139609,1,19
9234800,95233,9139567,13,7
9234800,95317,9139483,7,13
9234800,95569,9139231,19,1
9234800,95581,9139219,1,19
9234800,95701,9139099,1,19
9234800,95707,9139093,7,13
9234800,95731,9139069,1,19
9234800,95869,9138931,19,1
9234800,95947,9138853,7,13
9234800,96043,9138757,13,7
9234800,96079,9138721,19,1
9234800,96211,9138589,1,19
9234800,96259,9138541,19,1
9234800,96289,9138511,19,1
9234800,96337,9138463,7,13
9234800,96457,9138343,7,13
9234800,96553,9138247,13,7
9234800,96661,9138139,1,19
9234800,96667,9138133,7,13
9234800,96757,9138043,7,13
9234800,96907,9137893,7,13
9234800,96973,9137827,13,7
9234800,97117,9137683,7,13
9234800,97159,9137641,19,1
9234800,97327,9137473,7,13
9234800,97381,9137419,1,19
9234800,97561,9137239,1,19
9234800,97849,9136951,19,1
9234800,97879,9136921,19,1
9234800,97927,9136873,7,13
9234800,98143,9136657,13,7
9234800,98221,9136579,1,19
9234800,98227,9136573,7,13
9234800,98347,9136453,7,13
9234800,98641,9136159,1,19
9234800,98689,9136111,19,1
9234800,98737,9136063,7,13
9234800,98773,9136027,13,7
9234800,98887,9135913,7,13
9234800,98899,9135901,19,1
9234800,99259,9135541,19,1
9234800,99367,9135433,7,13
9234800,99397,9135403,7,13
9234800,99409,9135391,19,1
9234800,99439,9135361,19,1
9234800,99469,9135331,19,1
9234800,99523,9135277,13,7
9234800,99529,9135271,19,1
9234800,99577,9135223,7,13
9234800,99679,9135121,19,1
9234800,99721,9135079,1,19
9234800,99787,9135013,7,13
9234800,99991,9134809,1,19
9234800,100183,9134617,13,7
9234800,100291,9134509,1,19
9234800,100393,9134407,13,7
9234800,100483,9134317,13,7
9234800,100669,9134131,19,1
9234800,100999,9133801,19,1
9234800,101119,9133681,19,1
9234800,101197,9133603,7,13
9234800,101281,9133519,1,19
9234800,101323,9133477,13,7
9234800,101383,9133417,13,7
9234800,101419,9133381,19,1
9234800,101449,9133351,19,1
9234800,101701,9133099,1,19
9234800,101869,9132931,19,1
9234800,102031,9132769,1,19
9234800,102139,9132661,19,1
9234800,102181,9132619,1,19
9234800,102301,9132499,1,19
9234800,102409,9132391,19,1
9234800,102433,9132367,13,7
9234800,102643,9132157,13,7
9234800,102679,9132121,19,1
9234800,102769,9132031,19,1
9234800,102871,9131929,1,19
9234800,102877,9131923,7,13
9234800,103141,9131659,1,19
9234800,103291,9131509,1,19
9234800,103357,9131443,7,13
9234800,103591,9131209,1,19
9234800,103669,9131131,19,1
9234800,104149,9130651,19,1
9234800,104233,9130567,13,7
9234800,104281,9130519,1,19
9234800,104323,9130477,13,7
9234800,104479,9130321,19,1
9234800,104659,9130141,19,1
9234800,104677,9130123,7,13
9234800,104683,9130117,13,7
9234800,104803,9129997,13,7
9234800,104947,9129853,7,13
9234800,104953,9129847,13,7
9234800,105499,9129301,19,1
9234800,105607,9129193,7,13
9234800,105619,9129181,19,1
9234800,105649,9129151,19,1
9234800,105727,9129073,7,13
9234800,105733,9129067,13,7
9234800,105751,9129049,1,19
9234800,105769,9129031,19,1
9234800,105871,9128929,1,19
9234800,105997,9128803,7,13
9234800,106243,9128557,13,7
9234800,106279,9128521,19,1
9234800,106297,9128503,7,13
9234800,106357,9128443,7,13
9234800,106501,9128299,1,19
9234800,106591,9128209,1,19
9234800,106669,9128131,19,1
9234800,106753,9128047,13,7
9234800,106783,9128017,13,7
9234800,106861,9127939,1,19
9234800,106867,9127933,7,13
9234800,107119,9127681,19,1
9234800,107509,9127291,19,1
9234800,107581,9127219,1,19
9234800,107881,9126919,1,19
9234800,107923,9126877,13,7
9234800,107971,9126829,1,19
9234800,108013,9126787,13,7
9234800,108139,9126661,19,1
9234800,108187,9126613,7,13
9234800,108289,9126511,19,1
9234800,108301,9126499,1,19
9234800,108379,9126421,19,1
9234800,108421,9126379,1,19
9234800,108439,9126361,19,1
9234800,108499,9126301,19,1
9234800,108637,9126163,7,13
9234800,108649,9126151,19,1
9234800,109141,9125659,1,19
9234800,109279,9125521,19,1
9234800,109303,9125497,13,7
9234800,109441,9125359,1,19
9234800,109507,9125293,7,13
9234800,109597,9125203,7,13
9234800,109639,9125161,19,1
9234800,109807,9124993,7,13
9234800,109819,9124981,19,1
9234800,109903,9124897,13,7
9234800,110023,9124777,13,7
9234800,110281,9124519,1,19
9234800,110491,9124309,1,19
9234800,110557,9124243,7,13
9234800,110623,9124177,13,7
9234800,110647,9124153,7,13
9234800,110731,9124069,1,19
9234800,110821,9123979,1,19
9234800,110899,9123901,19,1
9234800,110977,9123823,7,13
9234800,111031,9123769,1,19
9234800,111337,9123463,7,13
9234800,111493,9123307,13,7
9234800,111667,9123133,7,13
9234800,111871,9122929,1,19
9234800,111949,9122851,19,1
9234800,111997,9122803,7,13
9234800,112129,9122671,19,1
9234800,112207,9122593,7,13
9234800,112249,9122551,19,1
9234800,112303,9122497,13,7
9234800,112327,9122473,7,13
9234800,112459,9122341,19,1
9234800,112543,9122257,13,7
9234800,112657,9122143,7,13
9234800,112663,9122137,13,7
9234800,112807,9121993,7,13
9234800,113173,9121627,13,7
9234800,113647,9121153,7,13
9234800,113719,9121081,19,1
9234800,113797,9121003,7,13
9234800,114001,9120799,1,19
9234800,114043,9120757,13,7
9234800,114193,9120607,13,7
9234800,114229,9120571,19,1
9234800,114547,9120253,7,13
9234800,114649,9120151,19,1
9234800,114859,9119941,19,1
9234800,114901,9119899,1,19
9234800,115021,9119779,1,19
9234800,115153,9119647,13,7
9234800,115279,9119521,19,1
9234800,115309,9119491,19,1
9234800,115321,9119479,1,19
9234800,115399,9119401,19,1
9234800,115513,9119287,13,7
9234800,115597,9119203,7,13
9234800,115603,9119197,13,7
9234800,115741,9119059,1,19
9234800,115777,9119023,7,13
9234800,115873,9118927,13,7
9234800,115903,9118897,13,7
9234800,115981,9118819,1,19
9234800,116101,9118699,1,19
9234800,116191,9118609,1,19
9234800,116689,9118111,19,1
9234800,116827,9117973,7,13
9234800,116923,9117877,13,7
9234800,116953,9117847,13,7
9234800,116959,9117841,19,1
9234800,116989,9117811,19,1
9234800,117127,9117673,7,13
9234800,117511,9117289,1,19
9234800,117763,9117037,13,7
9234800,117841,9116959,1,19
9234800,117877,9116923,7,13
9234800,117883,9116917,13,7
9234800,118051,9116749,1,19
9234800,118093,9116707,13,7
9234800,118171,9116629,1,19
9234800,118213,9116587,13,7
9234800,118603,9116197,13,7
9234800,118687,9116113,7,13
9234800,118717,9116083,7,13
9234800,118801,9115999,1,19
9234800,119047,9115753,7,13
9234800,119107,9115693,7,13
9234800,119131,9115669,1,19
9234800,119293,9115507,13,7
9234800,119299,9115501,19,1
9234800,119503,9115297,13,7
9234800,119563,9115237,13,7
9234800,119611,9115189,1,19
9234800,119671,9115129,1,19
9234800,119809,9114991,19,1
9234800,119983,9114817,13,7
9234800,120091,9114709,1,19
9234800,120157,9114643,7,13
9234800,120181,9114619,1,19
9234800,120193,9114607,13,7
9234800,120223,9114577,13,7
9234800,120283,9114517,13,7
9234800,120319,9114481,19,1
9234800,120691,9114109,1,19
9234800,120817,9113983,7,13
9234800,121021,9113779,1,19
9234800,121063,9113737,13,7
9234800,121081,9113719,1,19
9234800,121369,9113431,19,1
9234800,121687,9113113,7,13
9234800,121711,9113089,1,19
9234800,121789,9113011,19,1
9234800,121951,9112849,1,19
9234800,122029,9112771,19,1
9234800,122041,9112759,1,19
9234800,122149,9112651,19,1
9234800,122209,9112591,19,1
9234800,122401,9112399,1,19
9234800,122839,9111961,19,1
9234800,122929,9111871,19,1
9234800,123091,9111709,1,19
9234800,123127,9111673,7,13
9234800,123289,9111511,19,1
9234800,123547,9111253,7,13
9234800,123553,9111247,13,7
9234800,123601,9111199,1,19
9234800,123637,9111163,7,13
9234800,123757,9111043,7,13
9234800,123829,9110971,19,1
9234800,123979,9110821,19,1
9234800,124021,9110779,1,19
9234800,124087,9110713,7,13
9234800,124123,9110677,13,7
9234800,124183,9110617,13,7
9234800,124249,9110551,19,1
9234800,124429,9110371,19,1
9234800,124513,9110287,13,7
9234800,124987,9109813,7,13
9234800,125017,9109783,7,13
9234800,125113,9109687,13,7
9234800,125149,9109651,19,1
9234800,125221,9109579,1,19
9234800,125617,9109183,7,13
9234800,125899,9108901,19,1
9234800,125941,9108859,1,19
9234800,126031,9108769,1,19
9234800,126037,9108763,7,13
9234800,126241,9108559,1,19
9234800,126307,9108493,7,13
9234800,126601,9108199,1,19
9234800,126733,9108067,13,7
9234800,126739,9108061,19,1
9234800,126859,9107941,19,1
9234800,127081,9107719,1,19
9234800,127189,9107611,19,1
9234800,127291,9107509,1,19
9234800,127297,9107503,7,13
9234800,127399,9107401,19,1
9234800,127579,9107221,19,1
9234800,127591,9107209,1,19
9234800,127609,9107191,19,1
9234800,127711,9107089,1,19
9234800,127717,9107083,7,13
9234800,128173,9106627,13,7
9234800,128239,9106561,19,1
9234800,128449,9106351,19,1
9234800,128683,9106117,13,7
9234800,128761,9106039,1,19
9234800,128959,9105841,19,1
9234800,129289,9105511,19,1
9234800,129439,9105361,19,1
9234800,129499,9105301,19,1
9234800,129553,9105247,13,7
9234800,129853,9104947,13,7
9234800,129901,9104899,1,19
9234800,129919,9104881,19,1
9234800,129967,9104833,7,13
9234800,130027,9104773,7,13
9234800,130183,9104617,13,7
9234800,130261,9104539,1,19
9234800,130363,9104437,13,7
9234800,130633,9104167,13,7
9234800,130657,9104143,7,13
9234800,130699,9104101,19,1
9234800,130927,9103873,7,13
9234800,130981,9103819,1,19
9234800,131023,9103777,13,7
9234800,131143,9103657,13,7
9234800,131449,9103351,19,1
9234800,131617,9103183,7,13
9234800,131701,9103099,1,19
9234800,131707,9103093,7,13
9234800,131731,9103069,1,19
9234800,131779,9103021,19,1
9234800,131899,9102901,19,1
9234800,132229,9102571,19,1
9234800,132361,9102439,1,19
9234800,132403,9102397,13,7
9234800,132523,9102277,13,7
9234800,132607,9102193,7,13
9234800,132661,9102139,1,19
9234800,132709,9102091,19,1
9234800,132961,9101839,1,19
9234800,133069,9101731,19,1
9234800,133261,9101539,1,19
9234800,133327,9101473,7,13
9234800,133633,9101167,13,7
9234800,133657,9101143,7,13
9234800,133711,9101089,1,19
9234800,133831,9100969,1,19
9234800,134089,9100711,19,1
9234800,134263,9100537,13,7
9234800,134287,9100513,7,13
9234800,134341,9100459,1,19
9234800,134353,9100447,13,7
9234800,134851,9099949,1,19
9234800,134857,9099943,7,13
9234800,135007,9099793,7,13
9234800,135049,9099751,19,1
9234800,135211,9099589,1,19
9234800,135349,9099451,19,1
9234800,135403,9099397,13,7
9234800,135469,9099331,19,1
9234800,135571,9099229,1,19
9234800,135607,9099193,7,13
9234800,135859,9098941,19,1
9234800,136027,9098773,7,13
9234800,136057,9098743,7,13
9234800,136273,9098527,13,7
9234800,136453,9098347,13,7
9234800,136657,9098143,7,13
9234800,136693,9098107,13,7
9234800,136813,9097987,13,7
9234800,136861,9097939,1,19
9234800,136987,9097813,7,13
9234800,137209,9097591,19,1
9234800,137623,9097177,13,7
9234800,137653,9097147,13,7
9234800,137659,9097141,19,1
9234800,137707,9097093,7,13
9234800,137791,9097009,1,19
9234800,137911,9096889,1,19
9234800,137983,9096817,13,7
9234800,138079,9096721,19,1
9234800,138157,9096643,7,13
9234800,138241,9096559,1,19
9234800,138289,9096511,19,1
9234800,138319,9096481,19,1
9234800,138403,9096397,13,7
9234800,138511,9096289,1,19
9234800,138547,9096253,7,13
9234800,138571,9096229,1,19
9234800,138577,9096223,7,13
9234800,138637,9096163,7,13
9234800,138883,9095917,13,7
9234800,139297,9095503,7,13
9234800,139309,9095491,19,1
9234800,139429,9095371,19,1
9234800,139663,9095137,13,7
9234800,139759,9095041,19,1
9234800,139939,9094861,19,1
9234800,139969,9094831,19,1
9234800,139981,9094819,1,19
9234800,140263,9094537,13,7
9234800,140401,9094399,1,19
9234800,140443,9094357,13,7
9234800,140587,9094213,7,13
9234800,140593,9094207,13,7
9234800,140677,9094123,7,13
9234800,140731,9094069,1,19
9234800,140839,9093961,19,1
9234800,140863,9093937,13,7
9234800,140929,9093871,19,1
9234800,140983,9093817,13,7
9234800,141061,9093739,1,19
9234800,141073,9093727,13,7
9234800,141277,9093523,7,13
9234800,141319,9093481,19,1
9234800,141511,9093289,1,19
9234800,141637,9093163,7,13
9234800,141649,9093151,19,1
9234800,141679,9093121,19,1
9234800,141811,9092989,1,19
9234800,141829,9092971,19,1
9234800,141853,9092947,13,7
9234800,141907,9092893,7,13
9234800,142183,9092617,13,7
9234800,142237,9092563,7,13
9234800,142501,9092299,1,19
9234800,142543,9092257,13,7
9234800,142573,9092227,13,7
9234800,142609,9092191,19,1
9234800,142657,9092143,7,13
9234800,142789,9092011,19,1
9234800,142993,9091807,13,7
9234800,143239,9091561,19,1
9234800,143257,9091543,7,13
9234800,143287,9091513,7,13
9234800,143413,9091387,13,7
9234800,143467,9091333,7,13
9234800,143527,9091273,7,13
9234800,143593,9091207,13,7
9234800,143743,9091057,13,7
9234800,143779,9091021,19,1
9234800,143791,9091009,1,19
9234800,143827,9090973,7,13
9234800,143881,9090919,1,19
9234800,143947,9090853,7,13
9234800,143953,9090847,13,7
9234800,144253,9090547,13,7
9234800,144409,9090391,19,1
9234800,144541,9090259,1,19
9234800,144583,9090217,13,7
9234800,145009,9089791,19,1
9234800,145063,9089737,13,7
9234800,145267,9089533,7,13
9234800,145303,9089497,13,7
9234800,145381,9089419,1,19
9234800,145477,9089323,7,13
9234800,145549,9089251,19,1
9234800,145723,9089077,13,7
9234800,145807,9088993,7,13
9234800,145897,9088903,7,13
9234800,145963,9088837,13,7
9234800,145969,9088831,19,1
9234800,146011,9088789,1,19
9234800,146059,9088741,19,1
9234800,146197,9088603,7,13
9234800,146221,9088579,1,19
9234800,146239,9088561,19,1
9234800,146521,9088279,1,19
9234800,146647,9088153,7,13
9234800,146767,9088033,7,13
9234800,146857,9087943,7,13
9234800,146953,9087847,13,7
9234800,146989,9087811,19,1
9234800,147031,9087769,1,19
9234800,147097,9087703,7,13
9234800,147289,9087511,19,1
9234800,147391,9087409,1,19
9234800,147409,9087391,19,1
9234800,147457,9087343,7,13
9234800,147487,9087313,7,13
9234800,147571,9087229,1,19
9234800,147583,9087217,13,7
9234800,147607,9087193,7,13
9234800,147703,9087097,13,7
9234800,147919,9086881,19,1
9234800,147949,9086851,19,1
9234800,148123,9086677,13,7
9234800,148153,9086647,13,7
9234800,148171,9086629,1,19
9234800,148207,9086593,7,13
9234800,148279,9086521,19,1
9234800,148399,9086401,19,1
9234800,148501,9086299,1,19
9234800,148531,9086269,1,19
9234800,148573,9086227,13,7
9234800,148609,9086191,19,1
9234800,148633,9086167,13,7
9234800,148693,9086107,13,7
9234800,149173,9085627,13,7
9234800,149197,9085603,7,13
9234800,149239,9085561,19,1
9234800,149257,9085543,7,13
9234800,149377,9085423,7,13
9234800,149491,9085309,1,19
9234800,149629,9085171,19,1
9234800,149839,9084961,19,1
9234800,150001,9084799,1,19
9234800,150091,9084709,1,19
9234800,150211,9084589,1,19
9234800,150379,9084421,19,1
9234800,150427,9084373,7,13
9234800,150583,9084217,13,7
9234800,150589,9084211,19,1
9234800,150721,9084079,1,19
9234800,150889,9083911,19,1
9234800,150979,9083821,19,1
9234800,151009,9083791,19,1
9234800,151153,9083647,13,7
9234800,151171,9083629,1,19
9234800,151213,9083587,13,7
9234800,151237,9083563,7,13
9234800,151279,9083521,19,1
9234800,151339,9083461,19,1
9234800,151357,9083443,7,13
9234800,151597,9083203,7,13
9234800,151651,9083149,1,19
9234800,151771,9083029,1,19
9234800,151897,9082903,7,13
9234800,151969,9082831,19,1
9234800,152239,9082561,19,1
9234800,152539,9082261,19,1
9234800,152809,9081991,19,1
9234800,152833,9081967,13,7
9234800,152851,9081949,1,19
9234800,152953,9081847,13,7
9234800,153001,9081799,1,19
9234800,153337,9081463,7,13
9234800,153379,9081421,19,1
9234800,153523,9081277,13,7
9234800,153589,9081211,19,1
9234800,153649,9081151,19,1
9234800,154081,9080719,1,19
9234800,154159,9080641,19,1
9234800,154213,9080587,13,7
9234800,154321,9080479,1,19
9234800,154387,9080413,7,13
9234800,154501,9080299,1,19
9234800,154543,9080257,13,7
9234800,154669,9080131,19,1
9234800,154723,9080077,13,7
9234800,154933,9079867,13,7
9234800,155269,9079531,19,1
9234800,155371,9079429,1,19
9234800,155413,9079387,13,7
9234800,155461,9079339,1,19
9234800,155557,9079243,7,13
9234800,155689,9079111,19,1
9234800,155731,9079069,1,19
9234800,155773,9079027,13,7
9234800,156019,9078781,19,1
9234800,156061,9078739,1,19
9234800,156127,9078673,7,13
9234800,156259,9078541,19,1
9234800,156361,9078439,1,19
9234800,156487,9078313,7,13
9234800,156691,9078109,1,19
9234800,156823,9077977,13,7
9234800,156943,9077857,13,7
9234800,156979,9077821,19,1
9234800,157051,9077749,1,19
9234800,157219,9077581,19,1
9234800,157243,9077557,13,7
9234800,157279,9077521,19,1
9234800,157393,9077407,13,7
9234800,157477,9077323,7,13
9234800,157489,9077311,19,1
9234800,157519,9077281,19,1
9234800,157561,9077239,1,19
9234800,157579,9077221,19,1
9234800,157639,9077161,19,1
9234800,157867,9076933,7,13
9234800,157951,9076849,1,19
9234800,157999,9076801,19,1
9234800,158077,9076723,7,13
9234800,158269,9076531,19,1
9234800,158617,9076183,7,13
9234800,158647,9076153,7,13
9234800,158791,9076009,1,19
9234800,159199,9075601,19,1
9234800,159421,9075379,1,19
